null_two_step,null_joint
0.021073270211797033,0.0003610409747729237
0.03047186384823514,0.0
0.010938602617746237,5.615213606165005e-14
0.016493927345593684,0.002169130227729869
0.019689761686972018,0.000443134457142094
0.01464037312741308,0.002104628631472623
0.027828288022946006,1.817013451579002e-13
0.030177435358265395,2.366984019418191e-14
0.010906943173606146,0.003465701201386378
0.00536528781141732,0.0005601857861476354
0.00739269212496271,0.002741934178141672
0.017237137699150605,0.003203850361155415
0.015374563124184606,0.0046788410207444925
0.012466792688280848,0.002126904742749482
0.015980949699965937,0.0052060910989946835
0.016256149499091575,0.004521460049787155
0.020768944970790834,6.033398479921154e-14
0.022670102230994808,1.624017793185995e-13
0.02098667000768819,0.0
0.0216736829034643,1.3203364830382375e-15
0.026393383761334488,0.0012656183315757847
0.015921102796077717,1.5758979354463294e-15
0.02035161173827002,0.002125926457301107
0.017330728086314227,0.007141455450445634
0.022817014267305563,0.0013805026054161942
0.022631356548681862,0.000435679765767145
0.013601980863690962,6.0662228517145305e-15
0.014329208433905291,0.004457514482467695
0.012495574177193127,0.004328623941274443
0.012267309338566847,2.2302960326286354e-13
0.01540365316747018,0.004599078261643791
0.01826502612989941,0.00013604160130202406
0.02533098682762869,0.0008639214846442718
0.009730887658184865,0.0013863427039928426
0.021824680292650632,0.005221091628179107
0.013317034676125826,0.0073153970904147325
0.02320496622174515,0.0010832816891128874
0.02274634845718667,0.003465379563963322
0.02147513977750557,1.713736015676935e-13
0.012163504232444285,3.0184703614099574e-15
0.014919629502232242,0.0022622454498568575
0.013098140110291834,0.003219668059222529
0.018767630536187227,0.0
0.02946931226009605,0.0
0.02252172158645285,0.0
0.01862799978060667,1.9823230788996776e-15
0.017854143041645742,0.0017310908452030632
0.019933104788556495,0.0047927124166835845
0.007229995631579475,0.0007213908788674087
0.010411380889374428,0.0039018900952790796
0.03097291582856853,0.0
0.027390809499822893,1.7510478978413075e-15
0.019007485152207855,0.0
0.01641494935162771,0.0
0.022611641760419722,2.8627114103271083e-16
0.010955285095779503,0.004944288386392718
0.018838140834421244,7.99764420144506e-14
0.022226649119217706,0.0
0.011995335782772764,2.525309491214468e-12
0.011716167840577715,0.0
0.024456219803221112,0.0
0.01407468818742844,0.0
0.014592701663836931,0.0018976500284034869
0.011770565258299465,0.0039986122703226535
0.02297746037729204,4.68969292700639e-13
0.02753493805993461,8.423846568694066e-15
0.012541633533134831,0.0012553467989060694
0.02786647341019105,0.00035440271343641723
0.020525647346127038,0.00034528986495198615
0.015538028734788859,0.00439845169944139
0.014483156748292304,0.0022101674641206766
0.007374152318447952,0.0014042075939199846
0.010326814119037733,0.00431057582043648
0.026815489756200267,0.0
0.025945340596000396,5.120334004394341e-18
0.018579864663336776,0.0024300249147485922
0.023060496113521477,0.0014162822143645943
0.014213203859774265,0.0019075863926070191
0.02322966852518025,0.0
0.017414226597974314,0.001042353516467074
0.013352207910722499,0.0038637847509330227
0.01514333667757936,0.008258595761938851
0.021682281715960296,0.0009644138126432384
0.011536175349382645,0.0004894227233676863
0.027561341517364966,2.824256463713545e-15
0.014886860194557231,0.0
0.021064017885786213,0.003545502274149533
0.027769591805765565,0.0
0.018158246609776135,0.0038889728894926355
0.02137913930588045,0.0031085575689321493
0.025804971494161413,0.001955257973812248
0.0167440065262848,2.3869783272222694e-13
