rb_target,rb_got,kla,peq,rmse,ident
0.0,4.6209629048772275e-21,1.4428882598876953,0.7469872236251831,0.005154820624738932,0.7469872236251831
0.005,0.00500175217166543,1.442309061686198,0.7504338026046753,0.005150746554136276,0.7469659243915149
0.012,0.012003781273961067,1.4391409556070964,0.7552227973937988,0.00514296256005764,0.746881862319168
0.02,0.020005961880087852,1.4366116523742676,0.7607355117797852,0.005138169042766094,0.7468097150294774
0.03,0.03000738099217415,1.4396732648213704,0.7677079439163208,0.005143396090716124,0.7468647555864345
0.045,0.04500879347324371,1.4434224764506023,0.778123140335083,0.005143160931766033,0.7469411446217274
0.06,0.06000847741961479,1.4492723147074382,0.788478434085846,0.005166435148566961,0.7470724975957609
