tag,rmse,l1,l2,med,p95,mx,p,n
A（每循環自由漸近線）,0.008676009416992168,6.6456704613211635,0.03334055366323378,0.010743548029177014,0.012598459089055882,0.013409211161915707,0.4,200
B（每批共用漸近線）,0.008712457483154986,2.8167734844976406,0.03239105853191432,0.010502897473901866,0.01282830313801371,0.014250651727474134,0.355,200
